,id,gender,birthday,age,agreement_status,renewal_agreement_status,sequence_agreement_number,expense_all,expense_in_contract,visits_on_contract,saledate,enddate
807,304f5df1-28f9-4b45,Женский,2004-01-20T00:00:00,19,Закрыт,Не продлено,1,7500.0,7500.0,14,2022-11-22T00:00:00,2022-12-21T23:59:59
808,648a3e85-8d35-43f3,Женский,1966-07-04T00:00:00,56,Активен,Не продлено,6,184184.2,21639.2,4,2022-11-21T19:41:38,2024-03-18T23:59:59
809,c3d4c39b-d129-425b,Женский,1961-11-06T00:00:00,61,Активен,Не продлено,3,91441.44,24966.1,6,2022-11-21T16:52:29,2023-12-11T23:59:59
810,5cf2928d-d290-4d28,Женский,1987-03-07T00:00:00,36,Активен,Не продлено,1,14325.75,14325.75,33,2022-11-21T16:50:27,2023-12-08T23:59:59
811,0f64ae3c-7115-4cb5,Женский,1989-11-11T00:00:00,33,Активен,Не продлено,3,84571.57,25171.57,27,2022-11-21T16:39:15,2023-12-05T23:59:59
812,456ccbbc-cc8f-47f7,Мужской,1985-01-08T00:00:00,38,Активен,Не продлено,3,52883.89,25308.55,5,2022-11-21T16:21:22,2023-12-01T23:59:59
813,0eaefbc8-a091-4f6c,Женский,1957-08-23T00:00:00,65,Активен,Не продлено,2,29427.64,6527.64,27,2022-11-21T14:45:00,2024-01-11T23:59:59
814,dfea8e25-d725-4b20,Мужской,1954-02-08T00:00:00,69,,Не продлено,0,21700.0,0.0,0,2022-11-21T12:49:56,0001-01-01T00:00:00
815,d95ab381-7eed-4f92,Женский,1980-10-18T00:00:00,42,Активен,Не продлено,1,25582.51,25582.51,18,2022-11-21T11:52:02,2023-11-23T23:59:59
816,a6fdfa7f-4026-4cd6,Мужской,2017-12-08T00:00:00,5,Активен,Не продлено,3,47525.93,25685.25,23,2022-11-21T00:00:00,2023-11-20T23:59:59
817,555055b9-d797-4d76,Женский,1966-07-24T00:00:00,56,Закрыт,Не продлено,1,7500.0,7500.0,7,2022-11-21T00:00:00,2022-12-20T23:59:59
818,2540da5d-4c7d-4ceb,Женский,1967-12-31T00:00:00,55,Активен,Не продлено,5,148862.73,14262.73,4,2022-11-20T20:05:30,2023-12-09T23:59:59
819,ac9a5c7f-a6c9-436c,Женский,1956-12-16T00:00:00,66,Активен,Не продлено,1,17737.1,17737.1,32,2022-11-20T19:35:28,2023-11-20T23:59:59
820,b176bf68-7792-417d,Женский,1984-12-10T00:00:00,38,Заморожен,Не продлено,2,33279.74,8211.25,32,2022-11-20T19:18:26,2024-07-16T23:59:59
821,fe4ced33-d4cb-4889,Мужской,1992-07-07T00:00:00,30,Активен,Не продлено,4,73094.63,8094.63,3,2022-11-20T18:59:55,2024-07-02T23:59:59
822,1bfc743e-a24b-4e76,Женский,1993-12-22T00:00:00,29,Активен,Не продлено,2,44431.97,10858.67,16,2022-11-20T18:25:29,2024-05-21T23:59:59
823,2bced4e6-afa4-444c,Женский,1973-06-20T00:00:00,49,Активен,Не продлено,6,143927.25,327.25,2,2022-11-20T16:33:01,2024-10-31T23:59:59
824,eeb5bf42-d9b8-4f90,Мужской,1996-03-22T00:00:00,27,Активен,Не продлено,2,41179.02,12279.02,21,2022-11-20T15:47:49,2023-11-20T23:59:59
825,1c113c57-1dc4-48f5,Женский,1965-09-05T00:00:00,57,Активен,Не продлено,2,33126.62,10226.62,45,2022-11-20T15:02:43,2023-11-23T23:59:59
826,bdbfcb0f-ce55-486a,Мужской,1977-10-25T00:00:00,45,Активен,Не продлено,3,55945.53,25445.53,34,2022-11-20T14:12:24,2023-11-27T23:59:59
827,35d674ec-e9f7-4325,Женский,2016-07-19T00:00:00,6,,Не продлено,0,62211.2,0.0,0,2022-11-20T11:36:31,0001-01-01T00:00:00
828,1be7c783-affc-40d3,Мужской,2014-06-26T00:00:00,8,Активен,Не продлено,7,30219.49,25719.49,18,2022-11-20T00:00:00,2023-11-19T23:59:59
829,273c94f4-780e-429d,Мужской,1986-03-22T00:00:00,37,Активен,Не продлено,3,69579.49,25719.49,14,2022-11-20T00:00:00,2023-11-19T23:59:59
830,e2444fa3-7ecb-4aed,Мужской,1971-04-18T00:00:00,52,Закрыт,Не продлено,5,93800.0,16500.0,5,2022-11-20T00:00:00,2023-02-19T23:59:59
831,b2760ca4-626c-46eb,Женский,2007-05-30T00:00:00,15,Активен,Не продлено,2,52096.9,25342.8,83,2022-11-19T20:42:31,2023-11-30T23:59:59
832,cbdd36c3-c85e-4522,Женский,1979-02-28T00:00:00,44,Активен,Не продлено,5,168159.97,24486.67,15,2022-11-19T20:39:46,2023-12-25T23:59:59
833,036c2615-89f2-4094,Женский,2013-08-22T00:00:00,9,Активен,Не продлено,2,13432.77,8932.77,2,2022-11-19T20:30:45,2023-12-13T23:59:59
834,e64a6818-cbd4-4e2c,Мужской,1978-04-15T00:00:00,45,Активен,Не продлено,5,140730.72,7370.72,84,2022-11-19T19:33:38,2024-07-13T23:59:59
835,de73a052-a75f-4a58,Женский,2000-04-12T00:00:00,23,Активен,Не продлено,1,25719.49,25719.49,17,2022-11-19T18:49:55,2023-11-19T23:59:59
836,46ee117d-0421-4b98,Мужской,1997-06-19T00:00:00,25,Активен,Не продлено,1,25719.49,25719.49,33,2022-11-19T18:42:38,2023-11-19T23:59:59
837,7fdeae0a-2fda-4d95,Женский,1982-11-12T00:00:00,40,Активен,Не продлено,4,97287.1,17737.1,35,2022-11-19T17:36:44,2023-11-20T23:59:59
838,6511f027-7aaa-413b,Женский,2002-05-03T00:00:00,21,Активен,Не продлено,1,0.0,0.0,42,2022-11-19T11:38:28,2023-11-19T23:59:59
839,f89ae23f-3cef-4131,Мужской,1984-01-18T00:00:00,39,Закрыт,Отказ от продления,1,7500.0,7500.0,2,2022-11-19T00:00:00,2022-12-18T23:59:59
840,2e4cfa5f-e47e-49df,Женский,2002-02-19T00:00:00,21,Активен,Не продлено,1,25685.25,25685.25,42,2022-11-18T19:34:38,2023-11-20T23:59:59
841,15867b46-94fb-4acb,Мужской,1998-08-03T00:00:00,24,Активен,Не продлено,1,25719.49,25719.49,69,2022-11-18T19:26:55,2023-11-19T23:59:59
842,fc2ccb0b-02ea-40af,Женский,1999-07-26T00:00:00,23,Активен,Не продлено,1,25719.49,25719.49,40,2022-11-18T19:25:39,2023-11-19T23:59:59
843,0006fabb-16a9-4209,Мужской,2003-08-05T00:00:00,19,Активен,Не продлено,2,22140.82,14640.82,58,2022-11-18T19:17:43,2023-12-03T23:59:59
844,c669702b-2103-4da1,Мужской,1987-10-05T00:00:00,35,Активен,Не продлено,2,58253.74,25753.74,74,2022-11-18T19:12:44,2023-11-18T23:59:59
845,35a52dd4-03de-4941,Женский,1986-06-21T00:00:00,36,Активен,Не продлено,2,55068.75,22568.75,28,2022-11-18T19:04:28,2024-02-19T23:59:59
846,fcb3a436-88cc-4d8c,Женский,1972-07-11T00:00:00,50,Активен,Не продлено,2,37819.78,4319.78,5,2022-11-18T18:19:54,2024-08-31T23:59:59
847,35bd2aab-5fc2-434e,Мужской,1981-09-04T00:00:00,41,Активен,Не продлено,2,57217.5,23767.5,0,2022-11-18T17:58:29,2024-01-15T23:59:59
848,7d5d4bc8-9f56-4463,Женский,1985-04-10T00:00:00,38,Активен,Не продлено,1,25651.0,25651.0,8,2022-11-18T17:54:04,2023-11-21T23:59:59
849,474ca233-b47f-4559,Мужской,2009-07-17T00:00:00,13,Активен,Не продлено,5,62755.25,25685.25,18,2022-11-18T17:47:16,2023-11-20T23:59:59
850,b4ac24c4-9325-4a35,Мужской,1995-12-09T00:00:00,27,Закрыт,Продлено,1,22677.0,14500.0,24,2022-11-18T17:46:45,2023-02-20T23:59:59
851,a12005fd-19e3-4511,Женский,1997-12-21T00:00:00,25,Закрыт,Продлено,1,22677.0,14500.0,17,2022-11-18T17:46:33,2023-02-20T23:59:59
852,be2aa838-2d52-4c35,Мужской,1972-03-08T00:00:00,51,Активен,Не продлено,7,181940.97,7470.97,5,2022-11-18T17:21:37,2024-01-24T23:59:59
853,f706fa99-8b2b-4f4c,Мужской,1984-02-21T00:00:00,39,Активен,Не продлено,2,44447.77,11947.77,20,2022-11-18T17:00:39,2024-02-18T23:59:59
854,e04e8606-a1f9-4ead,Мужской,2009-12-16T00:00:00,13,Активен,Не продлено,1,25548.27,25548.27,24,2022-11-18T15:58:26,2023-11-24T23:59:59
855,a876b572-cb43-4f54,Мужской,1961-06-12T00:00:00,61,Активен,Не продлено,7,163228.46,13128.46,10,2022-11-18T15:42:05,2023-12-27T23:59:59
856,22d2c910-fff5-4fbc,Мужской,1977-08-06T00:00:00,45,Активен,Не продлено,4,68528.9,22253.9,0,2022-11-18T14:45:50,2024-02-29T23:59:59
857,a6b90c20-86fd-4164,Женский,1964-06-28T00:00:00,58,Активен,Не продлено,3,81532.56,15132.56,33,2022-11-18T14:37:39,2023-05-20T23:59:59
858,860b35d6-8a1f-4fcb,Женский,1994-10-19T00:00:00,28,Активен,Не продлено,3,78121.0,25651.0,13,2022-11-18T14:03:14,2023-11-21T23:59:59
859,2f324437-5a0f-44dc,Женский,1984-12-23T00:00:00,38,Активен,Не продлено,2,200000.0,100000.0,8,2022-11-18T13:08:41,2024-01-14T23:59:59
860,3903e6a1-a32b-43aa,Женский,1990-10-19T00:00:00,32,Активен,Не продлено,7,131204.2,5314.2,0,2022-11-18T12:32:04,2024-04-30T23:59:59
861,3a743c73-b336-4acc,Женский,1985-04-21T00:00:00,38,Активен,Не продлено,5,138568.45,21468.45,30,2022-11-18T12:02:10,2024-03-23T23:59:59
862,7545311a-a105-4c4f,Мужской,1966-07-08T00:00:00,56,Активен,Не продлено,3,81375.32,24931.86,22,2022-11-18T11:48:26,2023-12-12T23:59:59
863,8677c89d-b207-41c6,Женский,1965-06-06T00:00:00,57,Активен,Не продлено,2,33273.06,9285.52,48,2022-11-18T10:59:48,2023-12-08T23:59:59
864,d434ca8a-2683-441b,Женский,1969-01-03T00:00:00,54,Продан,Не продлено,6,188848.65,0.0,0,2022-11-18T09:20:25,2024-11-08T23:59:59
865,5b303f48-e91c-42dd,Мужской,1999-10-31T00:00:00,23,Активен,Не продлено,1,60000.0,60000.0,101,2022-11-18T00:00:00,2023-11-13T23:59:59
866,7c9bb3ff-27d6-4e2e,Мужской,1985-08-06T00:00:00,37,Активен,Не продлено,1,18057.65,18057.65,30,2022-11-18T00:00:00,2023-11-17T23:59:59
867,a7c869b8-2204-42e0,Женский,1977-05-25T00:00:00,45,Активен,Не продлено,5,148991.57,25548.27,6,2022-11-18T00:00:00,2023-11-24T23:59:59
868,c3d7952b-be85-4713,Мужской,1985-03-29T00:00:00,38,Активен,Не продлено,2,40264.04,11364.04,42,2022-11-17T21:06:21,2024-01-24T23:59:59
869,036c2615-89f2-4094,Женский,2022-10-04T00:00:00,0,Активен,Не продлено,1,9059.49,9059.49,13,2022-11-17T20:45:06,2023-11-19T23:59:59
870,3eaf451e-7141-4193,Мужской,1981-12-05T00:00:00,41,Активен,Не продлено,2,58539.56,24966.1,8,2022-11-17T20:41:39,2023-12-11T23:59:59
871,db12963d-ad92-40e5,Женский,1983-12-02T00:00:00,39,Активен,Не продлено,1,9562.42,9562.42,20,2022-11-17T20:32:40,2023-11-19T23:59:59
872,7d1c2985-fa0c-41bf,Женский,1974-09-06T00:00:00,48,Активен,Не продлено,2,47502.6,21502.6,12,2022-11-17T20:15:42,2024-03-22T23:59:59
873,0b33a7d5-9b34-4437,Женский,2002-07-28T00:00:00,20,Активен,Не продлено,1,25685.25,25685.25,43,2022-11-17T19:50:04,2023-11-20T23:59:59
874,a0a0d00f-7cf7-4140,Мужской,2004-09-26T00:00:00,18,Активен,Не продлено,1,15649.06,15649.06,11,2022-11-17T17:36:57,2023-11-17T23:59:59
875,bb3eb0fa-2774-463e,Женский,1982-01-19T00:00:00,41,Активен,Не продлено,3,12426.96,12426.96,52,2022-11-17T16:16:44,2023-11-18T23:59:59
876,7c11faea-b745-4a92,Мужской,1966-01-08T00:00:00,57,Заморожен,Не продлено,5,154480.7,21980.7,8,2022-11-17T16:01:52,2024-03-14T23:59:59
877,3ee4e2d0-3d94-4435,Женский,2022-05-06T00:00:00,1,Активен,Не продлено,1,100000.0,100000.0,0,2022-11-17T15:25:50,2023-11-19T23:59:59
878,ebd91e33-2211-4bce,Мужской,1985-03-16T00:00:00,38,Активен,Не продлено,1,60000.0,60000.0,56,2022-11-17T13:35:33,2023-05-17T23:59:59
879,b8e449ec-fdd4-41e4,Женский,1984-07-02T00:00:00,38,Активен,Не продлено,3,99246.96,34246.96,44,2022-11-17T12:09:45,2024-01-01T23:59:59
880,afab0a43-7e1c-48f7,Мужской,2005-03-10T00:00:00,18,Активен,Не продлено,1,18784.56,18784.56,11,2022-11-17T00:00:00,2023-05-16T23:59:59
881,7012f3ec-312d-4498,Женский,1960-01-19T00:00:00,63,Активен,Не продлено,1,15712.08,15712.08,12,2022-11-17T00:00:00,2023-11-16T23:59:59
882,f33b0d3c-05e9-4524,Женский,1978-07-07T00:00:00,44,Закрыт,Отказ от продления,1,0.0,0.0,0,2022-11-16T19:48:28,2022-12-30T23:59:59
883,d45eb8d9-9131-48e9,Мужской,2004-11-21T00:00:00,18,Закрыт,Отказ от продления,1,0.0,0.0,0,2022-11-16T19:46:31,2022-12-30T23:59:59
884,32a77f75-1a79-4f4b,Мужской,1978-09-03T00:00:00,44,Активен,Не продлено,4,114335.43,8054.55,0,2022-11-16T18:53:28,2024-01-20T23:59:59
885,c8798a52-0191-40d3,Женский,1947-12-23T00:00:00,75,Активен,Не продлено,1,9912.92,9912.92,44,2022-11-16T18:46:30,2023-11-28T23:59:59
886,164a8548-0d27-453b,Женский,1985-01-31T00:00:00,38,Активен,Не продлено,1,25753.74,25753.74,21,2022-11-16T18:39:45,2023-11-18T23:59:59
887,3a07f95d-a814-4883,Женский,1967-09-08T00:00:00,55,Продан,Не продлено,2,46005.41,20000.0,0,2022-11-16T18:00:12,2024-05-31T23:59:59
888,c0355eb8-588d-4d55,Женский,1980-04-22T00:00:00,43,Активен,Не продлено,4,86224.53,11994.19,25,2022-11-16T13:55:32,2024-01-14T23:59:59
889,e2106636-2032-4971,Женский,1995-11-17T00:00:00,27,Закрыт,Продлено,1,24900.0,20400.0,0,2022-11-16T11:12:01,2022-12-02T11:47:33
890,0613b992-8c15-46e9,Женский,1952-01-15T00:00:00,71,Активен,Не продлено,7,187805.16,9505.16,35,2022-11-16T10:29:57,2023-11-20T23:59:59
891,2557ee49-0a29-406e,Мужской,1997-07-15T00:00:00,25,Активен,Не продлено,4,95675.09,15775.09,20,2022-11-16T00:00:00,2023-11-15T23:59:59
892,68c16b96-1daf-4d66,Женский,2004-11-21T00:00:00,18,Активен,Не продлено,1,25856.47,25856.47,38,2022-11-16T00:00:00,2023-11-15T23:59:59
893,986d907b-113d-4745,Женский,1995-02-13T00:00:00,28,Заморожен,Не продлено,3,95360.02,15460.02,27,2022-11-16T00:00:00,2023-11-27T23:59:59
894,32cd6645-4b6c-452c,Женский,1958-03-16T00:00:00,65,Активен,Не продлено,2,50163.37,24863.37,24,2022-11-15T16:58:42,2023-12-14T23:59:59
895,8bcf3fa1-4a4f-475f,Женский,1984-05-05T00:00:00,39,Активен,Не продлено,4,110416.75,23116.75,19,2022-11-15T16:55:59,2024-02-03T23:59:59
896,ce546ee6-59e4-48ef,Мужской,1984-02-26T00:00:00,39,Активен,Не продлено,1,24863.37,24863.37,0,2022-11-15T16:35:24,2023-12-14T23:59:59
897,6b71f880-1add-42c8,Женский,2002-12-29T00:00:00,20,Активен,Не продлено,4,51574.79,14514.79,20,2022-11-15T15:59:03,2023-12-05T23:59:59
898,1bb49521-be50-4d1f,Женский,1988-07-27T00:00:00,34,Активен,Не продлено,4,114116.55,13524.98,36,2022-11-15T14:26:46,2023-06-19T23:59:59
899,c3c56897-9c38-4edb,Женский,1990-11-13T00:00:00,32,Активен,Не продлено,1,22774.25,22774.25,12,2022-11-15T12:24:52,2024-02-13T23:59:59
900,ecf1c804-e6dd-4c2a,Женский,1968-08-29T00:00:00,54,Активен,Не продлено,2,61712.71,34212.71,36,2022-11-15T10:54:26,2024-01-02T23:59:59
901,2d5d3ff1-65cb-4066,Женский,2004-10-05T00:00:00,18,Активен,Не продлено,1,15838.11,15838.11,16,2022-11-15T00:00:00,2023-11-14T23:59:59
902,470e484d-3f35-466e,Женский,2002-11-11T00:00:00,20,Закрыт,Не продлено,2,15000.0,7500.0,3,2022-11-15T00:00:00,2022-12-14T23:59:59
903,d38fe99a-5fd3-4de2,Женский,1993-02-25T00:00:00,30,Активен,Не продлено,1,25205.82,25205.82,35,2022-11-15T00:00:00,2023-12-04T23:59:59
904,833f0a03-da73-4d67,Мужской,1988-09-08T00:00:00,34,Активен,Не продлено,1,9130.91,9130.91,25,2022-11-14T21:30:10,2024-06-17T23:59:59
905,802428c4-25d7-41ee,Мужской,2000-12-06T00:00:00,22,Активен,Не продлено,1,9047.08,9047.08,1,2022-11-14T18:59:00,2023-11-28T23:59:59
906,8a0f6d70-03d3-4008,Женский,1963-03-03T00:00:00,60,Активен,Не продлено,1,9848.72,9848.72,90,2022-11-14T16:42:29,2023-11-14T23:59:59
907,7101ab8b-b373-4a03,Женский,1977-04-08T00:00:00,46,Активен,Не продлено,8,121090.72,25890.72,58,2022-11-14T15:00:57,2023-11-14T23:59:59
908,4a28da5b-3ed0-476c,Мужской,1987-01-27T00:00:00,36,Активен,Не продлено,1,23938.75,23938.75,8,2022-11-14T14:18:07,2024-01-10T23:59:59
909,64881e56-aed6-4ac9,Мужской,2022-07-30T00:00:00,0,Активен,Не продлено,1,24075.73,24075.73,3,2022-11-14T14:17:09,2024-01-06T23:59:59
910,ed4d9552-1fab-4ef0,Женский,1983-09-07T00:00:00,39,Активен,Не продлено,1,24075.73,24075.73,18,2022-11-14T14:16:28,2024-01-06T23:59:59
911,559cb98d-95c1-4f12,Женский,1987-08-21T00:00:00,35,Активен,Не продлено,2,54866.0,21366.0,11,2022-11-14T11:09:38,2024-03-26T23:59:59
912,d0e51cb6-7d32-42e0,Женский,2019-10-01T00:00:00,3,Активен,Не продлено,1,9384.96,9384.96,41,2022-11-14T00:00:00,2023-11-13T23:59:59
913,bbc8756b-8166-4e7e,Мужской,1979-11-21T00:00:00,43,Закрыт,Продлено,1,9196.6,0.0,3,2022-11-13T20:24:09,2022-11-28T23:59:59
914,8c140efd-09d4-4b5e,Женский,1989-10-01T00:00:00,33,Активен,Не продлено,4,119249.69,24349.69,66,2022-11-13T20:11:13,2023-12-29T23:59:59
915,9d89ef9d-f14a-4fb4,Женский,2002-05-24T00:00:00,20,Активен,Не продлено,2,50007.24,24007.24,34,2022-11-13T20:06:14,2024-01-08T23:59:59
916,30049661-94d8-4375,Женский,2008-01-22T00:00:00,15,,Не продлено,0,0.0,0.0,0,2022-11-13T19:12:18,0001-01-01T00:00:00
917,99d5ebf3-8a6d-43ea,Мужской,2005-07-08T00:00:00,17,Активен,Не продлено,1,13270.83,13270.83,39,2022-11-13T18:53:44,2023-11-13T23:59:59
918,c3dc702e-3be2-47ec,Мужской,1981-04-30T00:00:00,42,Активен,Не продлено,1,24760.63,24760.63,10,2022-11-13T18:39:20,2023-12-17T23:59:59
919,036c2615-89f2-4094,Мужской,2016-08-21T00:00:00,6,Активен,Не продлено,1,25308.55,25308.55,6,2022-11-13T18:39:06,2023-12-01T23:59:59
920,4b382751-8ffb-43f8,Женский,1978-11-12T00:00:00,44,Активен,Не продлено,5,111515.65,20375.65,2,2022-11-13T18:25:24,2024-04-24T23:59:59
921,b723335f-c693-475a,Женский,1984-05-24T00:00:00,38,Активен,Не продлено,1,25856.47,25856.47,19,2022-11-13T18:24:33,2023-11-15T23:59:59
922,e1da9989-09c1-4fce,Женский,1999-01-05T00:00:00,24,Активен,Не продлено,2,23219.5,23219.5,0,2022-11-13T18:21:01,2024-01-31T23:59:59
923,ae9af1a3-5f8d-4d2c,Мужской,1984-02-16T00:00:00,39,Активен,Не продлено,2,50212.8,25342.8,16,2022-11-13T18:19:33,2023-11-30T23:59:59
924,936a8f37-aad0-4f22,Мужской,1989-08-22T00:00:00,33,Продан,Не продлено,2,47232.85,20000.0,0,2022-11-13T18:09:26,2024-05-15T23:59:59
925,0a2336cf-301c-4609,Женский,1973-09-25T00:00:00,49,Активен,Не продлено,3,84315.45,24315.45,10,2022-11-13T18:06:16,2023-12-30T23:59:59
926,7c95ebf6-4cab-436e,Женский,1972-06-27T00:00:00,50,Активен,Не продлено,6,157890.51,25582.51,37,2022-11-13T17:52:51,2023-11-23T23:59:59
927,b016705f-4a45-4eaf,Женский,2008-12-10T00:00:00,14,Активен,Не продлено,1,16812.4,16812.4,9,2022-11-13T17:01:05,2023-11-18T23:59:59
928,faa346d6-f9d7-4968,Женский,1974-09-16T00:00:00,48,Активен,Не продлено,1,13762.56,13762.56,17,2022-11-13T16:58:01,2023-11-18T23:59:59
929,15b0df5e-f81e-4bf1,Женский,1999-08-10T00:00:00,23,Активен,Не продлено,7,147969.18,34418.18,25,2022-11-13T16:56:24,2023-12-27T23:59:59
930,6d9005ea-6b5c-4889,Мужской,2016-07-16T00:00:00,6,Активен,Не продлено,1,15172.8,15172.8,16,2022-11-13T16:55:59,2023-11-26T23:59:59
931,6a41d278-ae08-4cf7,Женский,1970-10-13T00:00:00,52,Активен,Не продлено,1,23527.75,23527.75,34,2022-11-13T16:40:35,2024-01-22T23:59:59
932,a19fb5b1-5645-41bc,Женский,1988-04-08T00:00:00,35,Активен,Не продлено,2,57877.04,25342.8,18,2022-11-13T16:33:53,2023-11-30T23:59:59
933,f77334b5-7050-4912,Женский,1989-08-22T00:00:00,33,Активен,Не продлено,2,55906.87,25924.96,27,2022-11-13T15:34:41,2023-11-13T23:59:59
934,67026f2c-ee99-4819,Мужской,1982-09-23T00:00:00,40,Активен,Не продлено,2,34089.25,11219.25,11,2022-11-13T15:25:43,2024-01-20T23:59:59
935,2d5f1cbc-f6d8-46a9,Женский,1988-08-15T00:00:00,34,Активен,Не продлено,5,117175.75,23801.75,20,2022-11-13T15:00:24,2024-01-14T23:59:59
936,e54a4ba3-d6d1-4b5e,Женский,1969-05-09T00:00:00,53,Активен,Не продлено,5,120548.6,6298.6,31,2022-11-13T14:40:26,2024-01-15T23:59:59
937,e6767af9-90cf-434a,Женский,1986-07-07T00:00:00,36,Активен,Не продлено,1,25342.8,25342.8,6,2022-11-13T14:31:24,2023-11-30T23:59:59
938,551c9ffb-8378-4d83,Женский,1994-05-19T00:00:00,28,Активен,Не продлено,1,8516.5,8516.5,17,2022-11-13T14:27:45,2023-11-01T23:59:59
939,9db57bbe-69f3-4ec4,Мужской,2016-11-24T00:00:00,6,Активен,Не продлено,5,127084.94,13814.94,16,2022-11-13T13:50:41,2024-01-07T23:59:59
940,632a37ea-783e-40fa,Женский,1987-03-13T00:00:00,36,Активен,Не продлено,6,169702.75,22842.75,21,2022-11-13T13:48:39,2024-02-11T23:59:59
941,e3b449c7-d7ee-4ec4,Женский,1979-01-10T00:00:00,44,Активен,Не продлено,1,18485.05,18485.05,2,2022-11-13T13:20:55,2023-11-13T23:59:59
942,682f4fb0-205b-4a7c,Мужской,1990-01-16T00:00:00,33,Активен,Не продлено,1,14172.16,14172.16,9,2022-11-13T13:07:07,2023-11-13T23:59:59
943,ad6a9a59-8385-4cb8,Женский,1990-05-16T00:00:00,32,Активен,Не продлено,5,136401.75,23801.75,39,2022-11-13T12:51:21,2024-01-14T23:59:59
944,0a42357c-00a0-4bdd,Женский,2019-08-03T00:00:00,3,Активен,Не продлено,4,95301.75,23801.75,31,2022-11-13T12:48:11,2024-01-14T23:59:59
945,177684eb-e93e-4a92,Женский,1988-02-20T00:00:00,35,Активен,Не продлено,4,58424.96,25924.96,4,2022-11-13T12:32:57,2023-11-13T23:59:59
946,dad70184-7369-4f26,Женский,1958-02-08T00:00:00,65,Активен,Не продлено,5,142909.8,20409.8,5,2022-11-13T11:37:36,2024-04-23T23:59:59
947,3e26efc6-7cfb-43f8,Женский,1991-11-30T00:00:00,31,Активен,Не продлено,1,19116.04,19116.04,22,2022-11-13T10:30:55,2023-05-13T23:59:59
948,4ccfa197-ea9c-4b5f,Мужской,1965-02-20T00:00:00,58,Активен,Не продлено,1,9619.68,9619.68,20,2022-11-13T09:54:40,2023-11-18T23:59:59
949,7bf0e789-9af9-4f07,Мужской,1990-04-10T00:00:00,33,Активен,Не продлено,1,15964.14,15964.14,45,2022-11-13T00:00:00,2023-11-12T23:59:59
950,c9a51ee4-5cd2-4f3f,Мужской,1977-11-02T00:00:00,45,Активен,Не продлено,5,115676.01,11451.01,21,2022-11-13T00:00:00,2024-05-12T23:59:59
951,bf2f86c3-cf68-4b9d,Мужской,1998-08-09T00:00:00,24,Закрыт,Продлено,3,60165.71,7500.0,7,2022-11-13T00:00:00,2022-12-12T23:59:59
952,5fea9a43-f40e-436e,Мужской,1973-04-28T00:00:00,50,Активен,Не продлено,1,18591.9,18591.9,21,2022-11-13T00:00:00,2023-11-12T23:59:59
953,9cf69c45-754b-49b4,Мужской,1982-11-09T00:00:00,40,Активен,Не продлено,2,57089.4,24555.16,5,2022-11-12T22:02:06,2023-12-23T23:59:59
954,eb78179b-6523-4039,Женский,1985-02-10T00:00:00,38,Активен,Не продлено,4,136834.55,25856.47,36,2022-11-12T19:08:39,2023-11-15T23:59:59
955,e0ed3ed1-0f74-4377,Мужской,1995-12-23T00:00:00,27,Активен,Не продлено,1,15712.08,15712.08,1,2022-11-12T18:58:15,2023-11-16T23:59:59
956,7d72797c-9494-4d06,Женский,1971-03-14T00:00:00,52,Активен,Не продлено,7,202964.14,15964.14,0,2022-11-12T18:47:00,2023-11-12T23:59:59
957,63ee90ea-3cdd-4a8b,Женский,1978-09-11T00:00:00,44,Активен,Не продлено,2,56507.24,24007.24,15,2022-11-12T17:07:16,2024-01-08T23:59:59
958,981b5209-6572-4fa4,Женский,1966-12-05T00:00:00,56,Активен,Не продлено,3,81375.32,24931.86,14,2022-11-12T15:15:47,2023-12-12T23:59:59
959,4a0ffd3b-9304-4951,Мужской,1981-03-02T00:00:00,42,Активен,Не продлено,7,186418.14,25342.8,0,2022-11-12T13:13:24,2023-11-30T23:59:59
960,cffe864d-3f29-4012,Женский,1967-10-07T00:00:00,55,Активен,Не продлено,1,9848.72,9848.72,34,2022-11-12T12:36:10,2023-11-14T23:59:59
961,fcaef491-5f33-4cef,Женский,1973-09-23T00:00:00,49,Активен,Не продлено,3,85548.27,25548.27,3,2022-11-12T11:58:59,2023-11-24T23:59:59
962,ef2cb14b-1935-40f8,Мужской,1990-11-01T00:00:00,32,Активен,Не продлено,1,10289.36,10289.36,50,2022-11-12T11:54:38,2023-11-22T23:59:59
963,eab24369-4c9d-4d79,Женский,1941-07-11T00:00:00,81,Активен,Не продлено,1,9905.98,9905.98,99,2022-11-12T11:43:58,2023-11-13T23:59:59
964,b4657ffe-7d8f-4259,Мужской,1971-07-24T00:00:00,51,Активен,Не продлено,6,176842.33,13424.25,26,2022-11-12T00:00:00,2023-11-11T23:59:59
965,5fbf0d08-19c7-4874,Женский,1986-02-23T00:00:00,37,Активен,Не продлено,2,17706.15,16027.15,23,2022-11-12T00:00:00,2023-11-11T23:59:59
966,b8f363a1-e1ce-4faf,Женский,1984-07-31T00:00:00,38,Активен,Не продлено,2,43441.95,27191.95,28,2022-11-12T00:00:00,2023-11-11T23:59:59
967,48bcb62f-583a-4d49,Женский,1973-07-29T00:00:00,49,Активен,Не продлено,1,10979.5,10979.5,19,2022-11-12T00:00:00,2023-11-11T23:59:59
968,fd4e2bbe-5dc8-42e2,Мужской,1983-07-16T00:00:00,39,Заморожен,Не продлено,2,59395.53,25822.23,49,2022-11-12T00:00:00,2023-11-20T23:59:59
